Language;Product code sec;Promo text
"uk";"45507";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45508";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45509";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45510";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45511";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45512";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45513";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45514";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45515";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45516";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45517";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45518";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45519";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45520";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45521";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45522";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45523";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45524";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45525";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45526";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45527";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45528";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45529";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45530";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45531";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45532";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45533";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45534";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45535";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45536";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45537";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45538";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45539";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45540";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45541";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45542";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45543";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45544";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45545";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45546";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45547";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45548";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45549";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45550";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45551";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45552";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45553";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45554";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45555";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45556";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45557";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45558";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45559";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45560";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45561";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45562";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45563";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45564";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45565";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45566";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45567";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45568";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45569";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45570";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45571";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45572";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45573";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45574";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45575";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45576";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45577";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45578";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45579";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45580";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45581";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45582";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45583";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45584";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45585";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45586";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45587";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45588";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45589";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45590";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45591";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45592";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45593";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45594";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45595";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45596";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45597";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45598";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45599";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45600";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45601";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45602";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45603";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45604";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45605";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45606";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45607";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45608";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45609";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45610";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45611";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45612";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45613";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45614";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45615";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45616";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45617";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45618";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45619";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45620";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45621";"<p class=""product-promo-text""> <span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45622";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45623";"<p class=""product-promo-text""><span class=""product-promo-header"">FREE US shipping over $100!</span><span class=""product-promo-body"">Orders within next 2 days will be shipped on Monday</span></p>"
"uk";"45624";""
"uk";"45625";""
"uk";"45626";""
"uk";"45627";""
"uk";"45628";"<p class=""product-promo-text""><span class=""product-promo-header"">Just before the end of the week!</span><span class=""product-promo-body"">Select the drive with the game as a gift!</span></p>"
"uk";"45629";""
"uk";"45629";""
"uk";"45631";""
"uk";"45631";""
"uk";"45633";""
"uk";"45633";""
"uk";"45633";""
